slug,nom,nationalite,poste,statut,club,ligue,pays_club,ville_club,continent,est_etranger
sergejs-vorobjovs,Sergejs Vorobjovs,Latvia,Left Wing,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
kristaps-silins,Kristaps  Silins,Latvia,Left Wing,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
edgars-porietis,Edgars Porietis,Latvia,Right Wing,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
davis-berzins,Davis Berzins,Latvia,Right Wing,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
reinis-vidbergs,Reinis Vidbergs,Latvia,Line Player,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
ralfs-pakalnins,Ralfs Pakalnins,Latvia,Line Player,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
gustavs-podnieks,Gustavs Podnieks,Latvia,Line Player,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
nikita-golubovs,Nikita Golubovs,Latvia,Line Player,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
sandis-oto,Sandis Oto,Latvia,Left Back,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
raivis-kronis,Raivis Kronis,Latvia,Left Back,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
davids-aigars,Davids Aigars,Latvia,Centre Back,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
aleksejs-zaharovs,Aleksejs Zaharovs,Latvia,Centre Back,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
andris-lazda,Andris Lazda,Latvia,Right Back,active,Ulbroka SK,SynotTip Virsliga (Latvia),Latvia,Ulbroka,Europe,FALSE
finn-ruspeler,Finn Ruspeler,Germany,Goalkeeper,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
falk-kolodziej,Falk Kolodziej,Germany,Goalkeeper,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
anel-durmic,Anel  Durmic,Germany,Goalkeeper,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
magnus-berblinger,Magnus  Berblinger,Germany,Goalkeeper,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
nick-braun,Nick  Braun,Belgium,Left Wing,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,TRUE
cedric-marquardt,Cedric Marquardt,Germany,Left Wing,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
nilas-michalski,Niklas Michalski,Germany,Right Wing,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
mike-schulz,Mike  Schulz,Germany,Right Wing,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
niklas-ingenpass,Niklas  Ingenpass,Germany,Line Player,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
lars-jagieniak,Lars  Jagieniak,Germany,Line Player,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
lukas-siegler,Lukas  Siegler,Germany,Left Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
tim-stefan,Tim  Stefan,Germany,Left Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
matija-mircic,Matija  Mircic,Germany,Centre Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
jorn-persson,Jorn  Persson,Germany,Centre Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
julius-rose,Julius Rose,Germany,Centre Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
christopher-klasmann,Christopher  Klasmann,Germany,Centre Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
lucas-schneider,Lucas  Schneider,Germany,Right Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
robert-krass,Robert Krass,Germany,Right Back,active,HSG Krefeld,2. HBL (Germany),Germany,Krefeld,Europe,FALSE
motoki-sakai,Motoki Sakai,Japan,Goalkeeper,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
ryo-takamitsu,Ryo Takamitsu,Japan,Goalkeeper,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
kai-takahashi,Kai  Takahashi,Japan,Goalkeeper,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
kento-hirako,Kento  Hirako,Japan,Left Wing,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
haruki-mura,Haruki  Mura,Japan,Right Wing,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
yuma-yamazaki,Yuma  Yamazaki,Japan,Right Wing,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
yukiya-suzuki,Yukiya  Suzuki,Japan,Right Wing,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
sojiro-kagawa,Sojiro  Kagawa,Japan,Line Player,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
leo-kubota,Leo  Kubota,Japan,Line Player,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
ayumu-kubodera,Ayumu Kubodera,Japan,Line Player,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
ryuga-kita,Ryuga  Kita,Japan,Left Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
ryunosuke-abe,Ryunosuke  Abe,Japan,Left Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
hiroki-tokimura,Hiroki  Tokimura,Japan,Left Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
naoki-nishiyama,Naoki  Nishiyama,Japan,Left Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
hibiki-fujita,Hibiki  Fujita,Japan,Centre Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
takumi-sueoka,Takumi Sueoka,Japan,Centre Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
yutaro-kawashima,Yutaro  Kawashima,Japan,Centre Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
atsuki-matsubara,Atsuki  Matsubara,Japan,Centre Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
rennosuke-tokuda,Rennosuke  Tokuda,Japan,Right Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
keisuke-matsuura,Keisuke  Matsuura,Japan,Right Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
yuto-ide,Yuto  Ide,Japan,Right Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
takuma-yasuhira,Takuma  Yasuhira,Japan,Right Back,active,Osaki Electric,JHL (Japan),Japan,Miyoshi,Hors-Europe,FALSE
marek-pavlovic,Marek  Pavlovič,Slovakia,Goalkeeper,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
michal-melus,Michal Melus,Slovakia,Goalkeeper,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
christopher-bako,Christopher Bako,Slovakia,Goalkeeper,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
martin-stranovsky,Martin  Straňovský,Slovakia,Left Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
marek-tilandy,Marek  Tilandy,Slovakia,Left Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
tomas-stranovsky,Tomaš  Stranovsky,Slovakia,Right Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
patrik-illes,Patrik Illes,Slovakia,Right Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
tomas-devai,Tomas Devai,Slovakia,Right Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
martin-kyjanek,Martin Kyjanek,Slovakia,Right Wing,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
alexander-ivanov,Alexander  Ivanov,Slovakia,Line Player,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
andrej-salgo,Andrej Šalgo,Slovakia,Line Player,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
matus-kocak,Matuš  Kocak,Slovakia,Line Player,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
ladislav-kocsis,Ladislav Kocsis,Slovakia,Line Player,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
fabien-katona,Fabien Katona,Slovakia,Left Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
samuel-valent,Samuel Valent,Slovakia,Left Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
ronald-mojzes,Ronald  Mojzes,Slovakia,Left Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
gabriel-vedkerti,Gabriel  Vedkerti,Slovakia,Centre Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
stepan-soucek,Štepan  Souček,Czech Republic,Centre Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,TRUE
andrej-buranovsky,Andrej Buranovsky,Slovakia,Centre Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
adam-lukacin,Adam Lukacin,Slovakia,Centre Back,active,MHC Štart Nové Zámky,Slovakian Extraliga (Slovakia),Slovakia,Nove Zamky,Europe,FALSE
francesco-albanesi,Francesco Albanesi,Italy,Goalkeeper,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
amir-gharbi,Amir Gharbi,Italy,Goalkeeper,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
alex-martini,Alex Martini,Italy,Goalkeeper,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
francesco-rossi-44,Francesco  Rossi,Italy,Left Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
davide-ciattaglia,Davide Ciattaglia,Italy,Left Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
paolo-latini,Paolo Latini,Italy,Left Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
matteo-bordoni,Matteo Bordoni,Italy,Left Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
filippo-mangoni,Filippo Mangoni,Italy,Right Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
hakim-jaziri,Hakim Jaziri,Italy,Right Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
lorenzo-rossetti,Lorenzo Rossetti,Italy,Right Wing,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
mirco-compagnucci,Mirco Compagnucci,Italy,Line Player,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
samuel-ottobri,Samuel Ottobri,Italy,Line Player,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
diego-strappini,Diego Strappini,Italy,Line Player,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
louay-makhlouf,Louay Makhlouf,Tunisia,Left Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Hors-Europe,TRUE
oier-lezaun-eugui,Oier Lezaun Eugui,Spain,Left Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,TRUE
riccardo-lucertoni,Riccardo Lucertoni,Italy,Left Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
sedzad-abdurahmanovic,Sedzad Abdurahmanović,Bosnia-Herzegovina,Centre Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,TRUE
lorenzo-nocelli,Lorenzo Nocelli,Italy,Centre Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
riccardo-tobaldi,Riccardo Tobaldi,Italy,Centre Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
sayed-navid-naghavialhosseini,Sayed Navid Naghavialhosseini,Ukraine,Right Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,TRUE
matteo-gigli,Matteo Gigli,Italy,Right Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
simone-giambartolomei,Simone Giambartolomei,Italy,Right Back,active,Polisportiva Cingoli,Serie A (Italy),Italy,Cingoli,Europe,FALSE
christopher-rudeck,Christopher  Rudeck,Germany,Goalkeeper,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
lukas-diedrich,Lukas  Diedrich,Germany,Goalkeeper,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
noah-beyer,Noah  Beyer,Germany,Left Wing,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
belal-ibrahim-massoud,Belal Ibrahim Massoud,Egypt,Left Wing,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Hors-Europe,TRUE
yannick-fraatz,Yannick  Fraatz,Germany,Right Wing,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
julian-fuchs,Julian Fuchs,Germany,Right Wing,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
joshua-thiele,Joshua  Thiele,Germany,Line Player,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
aron-seesing,Aron  Seesing,Germany,Line Player,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
lars-mitchell-kooij,Lars Mitchell Kooij,Netherlands,Line Player,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,TRUE
gerdas-babarskas,Gerdas Babarskas,Lithuania,Left Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,TRUE
robin-granlund,Robin  Granlund,Finland,Left Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,TRUE
soeren-servos,Soeren  Servos,Germany,Left Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
soeren-steinhaus,Soeren Steinhaus,Germany,Left Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
tomas-babak,Tomas Babak,Czech Republic,Centre Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,TRUE
eloy-morante-maldonado,Eloy  Morante Maldonado,Germany,Centre Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
nico-schottle,Nico Schottle,Germany,Centre Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
johannes-wasielewski,Johannes  Wasielewski,Germany,Right Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
elias-scholtes,Elias Scholtes,Germany,Right Back,active,Bergischer HC,Liqui Moly HBL (Germany),Germany,"Wuppertal, Solingen",Europe,FALSE
sebastian-abrahamsson,Sebastian  Abrahamsson,Sweden,Goalkeeper,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
diogo-rema,Diogo Rêma,Portugal,Goalkeeper,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
leonel-fernandes,Leonel  Fernandes,Portugal,Left Wing,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
pedro-oliveira,Pedro Oliveira,Portugal,Left Wing,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
jose-ferreira,Jose Ferreira,Portugal,Right Wing,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
antonio-martinez-llamazares,Antonio  Martinez Llamazares,Spain,Right Wing,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
daymaro-salina-amador,Daymaro  Salina Amador,Portugal,Line Player,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
jesus-hurtado-vergara,Jesus  Hurtado Vergara,Colombia,Line Player,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Hors-Europe,TRUE
timmy-petit,Timmy  Petit,France,Line Player,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
ricardo-brandao,Ricardo Brandao,Portugal,Line Player,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
pol-valera-rovira,Pol Valera  Rovira,Spain,Left Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
vasco-costa,Vasco Costa,Portugal,Left Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
miguel-oliveira-93,Miguel Oliveira,Portugal,Left Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
thorsteinn-leo-gunnarsson,Thorsteinn Leo Gunnarsson,Iceland,Left Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
rui-silva-sousa-martins,Rui Silva  Sousa Martins,Portugal,Centre Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,FALSE
linus-persson,Linus Persson,Sweden,Right Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
marcus-dahlin,Marcus  Dahlin,Sweden,Right Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
mamadou-lamine-diocou,Mamadou Lamine  Diocou,Spain,Right Back,active,FC Porto,Andebol 1 (Portugal),Portugal,Porto,Europe,TRUE
mile-mijuskovic,Mile  Mijušković,Montenegro,Goalkeeper,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,TRUE
israel-marin-castro,Israel Marin Castro,Spain,Goalkeeper,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
luis-horcajada,Luis  Horcajada,Spain,Left Wing,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
gael-blanco-alvarez,Gael  Blanco Alvarez,Spain,Right Wing,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
ruben-sanchez-caballero,Ruben  Sanchez Caballero,Spain,Right Wing,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
diogo-freitas,Diogo  Freitas,Portugal,Line Player,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,TRUE
alex-malid-segura,Alex  Malid Segura,Spain,Line Player,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
sergio-torio,Sergio  Torio,Spain,Line Player,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
alejandro-conde-fernandez,Alejandro Conde Fernandez,Spain,Left Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
luis-maria-de-goya,Luis  Maria de Goya,Spain,Left Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
peter-kende,Peter Kende,Hungary,Centre Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,TRUE
alexandre-chan-blanco,Alexandre Chan Blanco,USA,Centre Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Hors-Europe,TRUE
beltran-bedia-martinez,Beltran  Bedia Martinez,Spain,Centre Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
alberto-roldan-felix,Alberto  Roldan Felix,Spain,Centre Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
gabriel-navarro,Gabriel  Navarro,Spain,Right Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
diego-martinez-vazquez,Diego  Martinez Vazquez,Spain,Back,active,OAR Coruna,Division de Honor Plata (Spain),Spain,Coruna,Europe,FALSE
aliaksandr-patcykailik,Aliaksandr  Patcykailik,Belarus,Left Wing,active,Celtnieks Riga,no info,Latvia,Riga,Europe,TRUE
rihards-leja,Rihards  Leja,Latvia,Left Wing,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
igors-ignatjevs,Igors Ignatjevs,Latvia,Left Wing,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
lauris-eglitis,Lauris  Eglitis,Latvia,Right Wing,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
dmitrijs-petuhovs,Dmitrijs  Petuhovs,Latvia,Line Player,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
roberts-freibergs,Roberts Freibergs,Latvia,Line Player,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
arturs-lazdins,Artūrs  Lazdinš,Latvia,Left Back,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
kaspars-lisovskis,Kaspars  Lisovskis,Latvia,Centre Back,active,Celtnieks Riga,no info,Latvia,Riga,Europe,FALSE
andrej-trnavac,Andrej Trnavac,Serbia,Goalkeeper,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
nikola-zoric,Nikola Zorić,Serbia,Goalkeeper,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
mladen-sotic,Mladen Šotić,Serbia,Left Wing,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
marko-nikolic,Marko  Nikolić,Slovenia,Left Wing,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,TRUE
strahinja-stankovic,Strahinja Stanković,Serbia,Right Wing,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
lazar-andjelkovic,Lazar Anđelković,Serbia,Right Wing,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
ivan-micic,Ivan Mićić,Serbia,Line Player,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
nemanja-ratkovic,Nemanja Ratković,Serbia,Line Player,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
vladimir-jevtic,Vladimir Jevtić,Serbia,Line Player,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
petar-ivanic,Petar Ivanic,Serbia,Line Player,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
gabriel-ilie,Gabriel Ilie,Romania,Left Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,TRUE
nikola-zecevic,Nikola Zečević,Serbia,Left Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
liviu-caba,Liviu  Caba,Romania,Centre Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,TRUE
simo-sijan,Simo  Šijan,Serbia,Centre Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
veljko-popovic,Veljko Popović,Serbia,Centre Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
miha-kotar,Miha Kotar,Slovenia,Centre Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,TRUE
sergey-ivanov,Sergey  Ivanov,Russia,Right Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,TRUE
nikola-crnoglavac,Nikola  Crnoglavac,Serbia,Right Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
uros-stankovic,Uros Stankovic,Serbia,Right Back,active,RK Partizan,Arkus Liga (Serbia),Serbia,Belgrade,Europe,FALSE
andreas-palicka,Andreas  Palicka,Sweden,Goalkeeper,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
anadin-suljakovic,Anadin  Suljaković,Qatar,Goalkeeper,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Hors-Europe,TRUE
bart-ravensbergen,Bart  Ravensbergen,Netherlands,Goalkeeper,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
karim-handawy,Karim  Handawy,Egypt,Goalkeeper,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Hors-Europe,TRUE
hendrik-pantel,Hendrik  Pantel,Germany,Goalkeeper,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
lion-zacharias,Lion Zacharias,Germany,Left Wing,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
ahmed-seesa,Ahmed Seesa,Egypt,Left Wing,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Hors-Europe,TRUE
david-cyrill-akakpo,David  Cyrill Akakpo,Germany,Right Wing,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
tizian-weimer,Tizian  Weimer,Germany,Right Wing,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
nikola-grahovac,Nikola  Grahovac,Croatia,Line Player,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
josip-simic,Josip Simic,Croatia,Line Player,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
georg-lowen,Georg  Lowen,Germany,Line Player,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
philipp-ahouansou,Philipp Ahouansou,Germany,Left Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
